"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
19,4,16.6,4,14.1,28,3.8,19.7,0,4,1034,11,2.56,121.44,5
12,4,15.5,0,9.9,22,3.8,26.8,0,2,408,8,1.51,118.29,12
5,2,19.1,5,15.8,26,3.9,34.1,0,1,929,6,1.49,68.24,4
21,6,15.6,4,12.1,27,3.8,31.9,0,4,337,10,2.6,97.21,8
16,14,15.7,0,9.6,17,3.9,47.3,1,3,535,9,0.74,110.41,3
16,11,15.4,1,10.3,17,3.7,29.5,0,2,321,6,0.52,58.14,1
18,11,15.3,0,11.9,17,4.1,41,0,3,329,10,1.38,177.91,11
2,7,14.9,1,11.4,26,3.8,41.2,1,3,515,8,3.25,423.59,15
13,4,16,2,13.9,23,4.2,34.8,0,3,629,11,0.51,60.91,5
16,13,15.4,4,12.4,18,3.8,27.1,3,2,732,8,4.72,95.9,10
23,11,16.2,1,14.5,23,3.2,31.9,1,2,431,7,4.81,399.03,7
7,5,16.1,3,15.1,24,4.1,39.5,13,3,521,9,3.64,378.09,15
14,3,15.9,0,15.5,21,4.1,39.5,0,3,348,8,0.55,54.53,9
19,14,15.3,3,9.3,17,3.7,40.3,0,3,1191,7,2.24,156.18,13
11,7,15.1,0,8,13,4,30.8,12,3,829,7,0.77,1087.83,7
8,14,15.4,3,12.9,21,3.6,34.5,2,2,642,7,2.93,212.27,8
19,2,15.2,0,12.3,19,4,35.6,45,3,642,9,9.46,691.12,13
14,8,15.5,5,13.1,17,3.9,43.9,2,1,820,6,1.9,131.24,15
23,11,16.2,0,16.7,21,3.8,31.3,0,4,578,10,0.43,20.71,7
11,7,15,2,9.5,22,3.6,34.7,22,3,724,8,5.03,418.1,7
5,7,16.7,3,13.2,23,3.4,37.1,0,3,382,9,0.3,34.02,10
5,5,15.6,5,12.4,20,4.2,39.6,0,3,1168,10,2.47,277.37,15
21,14,15.3,2,13.7,21,3.7,35.1,0,2,666,7,0.39,38.52,8
5,2,15.8,2,11,23,4.2,36.3,1,3,806,8,6.52,614.36,11
18,11,15.8,0,16.4,15,3.5,35.3,2,4,210,10,4.76,520.08,1
11,5,15.6,1,9.6,19,3.5,26.3,1,3,1116,7,6.15,422.11,4
23,7,15.8,1,10.4,20,3.9,35.2,0,3,421,10,0.13,22.08,7
21,10,16.1,2,12.5,31,3.6,49.1,0,3,934,9,1.59,68.26,8
12,5,15.4,3,9.7,24,3.9,28,1,2,846,8,0.85,86.15,1
12,14,15.1,1,11.8,21,2.9,27.6,7,2,724,8,8.69,1528.2,6
11,2,17,2,18.1,28,3.9,39.3,1,4,984,11,1.08,45.47,4
16,4,15.6,5,11.9,22,3.5,39.3,0,4,631,11,2.89,244.04,12
19,14,15.9,1,11.9,21,3.1,25.9,122,3,409,9,1.16,75.12,5
4,14,15.7,1,14.7,23,4.1,50,1,3,592,8,3.2,276.05,13
16,4,15,1,12.9,20,3.8,24.2,28,2,829,7,9.92,1035.54,9
21,1,15.2,3,7.6,27,3.6,33.6,0,3,558,9,1.85,149.73,8
11,13,15.6,2,12.2,20,3.7,38.4,44,4,582,9,4.43,421.64,4
11,7,16,1,13.8,26,3.4,35.7,1,2,432,8,4.53,312.59,4
16,14,15.7,2,12,17,3.8,29.3,2,3,1349,7,4.96,482.12,1
11,11,15.3,2,11.9,22,3.5,35,1,3,790,8,1.63,357.42,4
13,10,15.4,2,9.4,21,3.8,47.5,63,3,707,9,3.79,332.79,2
7,7,15.2,0,12.4,19,3.8,42.3,0,3,559,9,3.39,359.11,8
23,11,15.4,2,12.7,24,3.9,38.6,0,2,1195,7,0.49,60.47,11
2,13,15.8,3,8.4,25,3,45.4,139,3,746,8,1.35,125.47,9
21,5,16,7,13,25,3.4,18.4,23,4,456,11,8.46,292.01,8
3,5,16.2,4,12.6,17,3.7,37.5,0,3,245,9,1.12,75.91,13
15,11,16.2,2,16.3,20,4,41.6,0,4,619,10,0.32,35.9,7
2,2,16.4,2,14.9,20,4,45.8,0,4,563,11,1.73,179.58,9
21,2,17.7,3,13.9,23,3.6,22.6,0,4,494,11,1.5,65.48,11
16,4,16,4,15.1,27,3.6,28.4,3,4,575,10,3.55,318.92,12
16,13,15.5,0,16.6,27,4,28.4,0,3,618,8,1.07,72.46,6
1,1,15.8,3,14.9,21,3.6,47.6,0,2,1006,7,0.43,42.97,1
13,11,16.2,1,13.6,28,3.8,36.7,7,2,915,7,6.21,652.94,5
21,4,14.8,3,11.7,23,3.7,41.2,1,3,151,9,4.36,216.35,6
24,11,16.2,2,12.7,25,3.6,23.2,27,3,649,10,2.78,163.01,13
12,8,15.8,0,11.6,19,3.9,41.4,0,3,637,10,2.18,141.33,1
14,13,15.9,4,12.6,29,3.2,30.3,12,3,756,7,4.58,466.11,1
16,11,16,2,12.6,25,3.8,36.2,0,2,770,8,0.23,22.15,1
2,13,15.9,6,11.5,32,3.8,36.1,1,3,810,8,3.36,319.47,14
21,2,16,4,9.9,23,3.3,24.7,3,3,686,9,3.06,134.45,8
1,14,15.4,2,11.6,18,3.7,26.7,2,3,967,7,9.29,829.52,1
17,13,15.7,2,11,14,3.7,45,0,3,755,10,0.74,72.92,9
7,13,15,6,12.1,23,4,33.1,0,2,510,8,2.35,217.94,11
20,13,14.6,5,11.9,24,4,45.5,0,2,1246,6,0.85,93.06,15
19,13,15.8,0,12.3,21,3.8,26,0,3,457,9,0.62,58.15,13
22,13,16.3,2,13.3,26,3.7,26.2,1,4,691,11,4.97,536.12,2
12,4,16.6,3,15,26,3.7,41.9,0,4,773,11,1.09,114.8,14
7,14,15.5,2,10,21,2.4,34.4,58,2,880,8,1.84,307.93,15
14,14,14.7,0,10.1,20,4,34.6,0,2,809,8,0.71,88.95,9
23,6,15.9,3,12.7,22,3.4,29.9,0,3,148,8,0.67,69.46,7
19,2,15.5,2,12.6,18,3.7,35.7,2,3,335,9,6.89,499.25,5
15,11,16,2,14.5,28,3.8,28.3,0,2,1347,7,1.46,140.92,1
16,7,15.2,1,12.4,17,3.8,29.4,1,2,508,7,4.99,515.27,10
24,7,15,1,11.4,17,3.8,37.8,30,4,1175,10,4.87,548.61,13
5,2,16.7,2,13.3,24,4,46.7,0,3,1083,10,1.08,41.73,15
21,2,16.7,3,13.6,21,3.8,35.1,1,3,642,10,7.23,619.17,11
16,4,15.2,8,11.5,18,3.9,30.5,1,3,849,8,1.52,256.8,12
3,10,15.6,2,12.9,25,3.3,36.8,0,3,821,8,2.47,225.95,13
5,2,16.6,3,17.1,26,3.6,31.9,0,2,652,7,2.84,313.86,15
13,7,16.5,3,13.7,27,4,37.8,0,2,849,6,2.69,92.62,8
14,13,15.4,4,9.1,30,3.4,35.9,0,3,973,7,0.35,23.59,9
21,11,15.8,1,12.9,27,3.7,46.6,0,3,984,10,1.84,189.53,8
13,14,15.4,1,10.5,21,3.2,30.4,85,3,460,9,6.17,645.2,5
13,2,15.8,1,15.1,15,4,36.1,0,2,425,7,0.58,46.44,9
2,4,16.5,2,12.7,23,3.9,45.6,0,4,583,11,0.73,37.81,9
21,13,16,3,9.6,25,3.7,32.5,3,4,563,10,2.73,310.03,11
5,13,16.1,4,13,20,4,33.9,0,2,947,7,2.97,155.76,15
2,5,15.6,2,11.6,26,3.3,23.1,1,3,457,6,2.82,312.67,9
16,7,16.2,0,10.2,21,3.9,25,2,3,872,10,3.9,548.81,6
9,14,16.3,2,13.3,30,3.7,37.6,0,4,767,11,10.96,43.58,12
14,7,15.5,5,10.2,26,3.5,43.8,105,4,1004,9,7.29,564.68,11
8,2,15.2,1,9.6,24,4,42,1,2,574,8,0.34,96.3,13
17,13,16.3,3,12.6,27,3.7,19.4,6,4,717,10,6.66,521.1,9
24,11,16.4,1,14.7,22,3.7,32.2,1,2,827,7,2.58,221.83,13
16,5,16.2,2,9.6,18,3.3,50.7,34,2,737,7,2.76,309.62,1
16,5,15.5,2,9.8,25,3.4,33.2,1,3,753,9,1.7,110.18,10
19,13,15.7,4,11.4,20,3.9,45.1,1,3,1022,7,3.59,246.84,13
12,5,15.7,1,13.6,21,4,47.9,0,3,577,10,0.35,34.39,1
16,6,16.1,0,11.9,24,3.8,39.3,0,2,785,7,5.69,141.19,6
16,3,16.2,4,12.5,29,3.9,43.9,0,3,656,11,1.51,18.81,6
24,13,15.5,0,11.5,22,3.5,43.7,0,3,388,7,0.48,43.43,13
16,4,15.3,0,13.7,20,3.6,29.3,0,2,956,6,4.77,340.72,12
21,2,18.2,4,15.3,17,4.1,38,1,2,1141,6,4.01,288.18,11
16,4,15.1,0,13.2,16,3.6,31.7,1,4,656,9,2.57,287.13,1
16,7,14.3,1,10.1,25,3.7,19.6,0,3,1164,8,2.36,287.67,6
16,4,14.6,4,12.4,25,4.2,35.4,1,3,414,10,4.17,359.58,6
12,4,16.4,4,12.8,20,4,32,1,4,663,11,5.08,460.76,6
24,14,15.8,3,15.9,20,3.6,36.5,0,3,337,10,0.68,57.36,13
16,13,15.8,4,13.6,28,3.8,26,0,3,758,8,1.37,106.32,10
2,14,15.6,2,11.9,12,3.7,30.9,0,3,489,10,0.55,80.63,9
14,7,14.7,2,9.4,20,3.6,31.4,0,3,218,9,0.27,27.48,1
23,13,16.4,2,12.4,25,3.7,36.9,0,4,651,11,0.53,38.31,7
14,2,17.7,5,11.6,30,3.9,44,0,5,1461,11,2.7,81.48,9
12,14,15.6,1,11.3,19,3.8,37.5,32,3,395,8,0.39,60.39,3
13,11,15.6,2,9.3,23,4,35.1,0,3,670,10,0.58,23.21,5
15,13,16.2,3,13.1,23,3.6,45.3,1,3,1413,10,1.29,119.85,7
11,13,16.3,4,12,24,3.8,38.1,0,4,454,11,1.11,52.61,4
16,13,15.3,1,12.5,25,3.9,40.7,0,2,338,8,1.53,55.08,10
7,13,16.7,2,14.4,16,3.7,51.8,0,3,901,10,1.71,211.72,11
16,14,16.5,1,11.3,20,3.7,37,40,3,918,7,0.42,46.32,6
23,2,16.7,1,12.1,24,3.9,37.4,0,3,599,10,0.49,52.55,11
12,8,16.3,0,12.1,18,3.3,29.7,1,3,748,9,4.23,593.3,5
12,4,15.1,2,9.8,23,3.5,21.4,32,3,922,8,3.75,405.4,9
21,7,15.1,0,12,19,3.5,38.4,32,3,519,8,4.12,447.18,8
16,4,15.8,1,14,18,3.7,28.9,1,4,570,10,2.47,302.89,14
16,4,15.8,0,13.7,23,3.9,41.6,0,3,427,10,0.21,30.36,12
19,8,16.8,5,14.7,24,4,44.9,0,3,790,9,0.68,60.56,5
12,14,15.4,1,11.6,24,3.3,46.4,51,4,482,8,1.78,298.36,1
23,7,16,0,12.3,22,3.8,35.8,0,3,904,8,1.95,153.71,7
16,7,16.2,1,11.1,28,3.7,51.4,1,3,673,9,3.47,337.93,10
24,14,15.8,3,11.3,23,3.9,28.2,0,2,579,7,2.04,248.41,9
7,11,15.2,1,10.9,21,4.1,28.3,0,3,1479,7,0.82,74.24,15
4,3,16.2,4,13.6,26,3.5,28.9,1,2,736,7,2.86,241.89,13
5,1,17.7,3,15,27,3.7,42.6,0,4,523,11,1.27,79.09,15
9,13,16.4,3,16.5,23,3.8,40.2,0,2,646,6,1.07,231.2,12
2,5,15,2,13.8,23,3.5,31.2,4,3,1198,8,4.25,568.43,14
10,14,15.1,2,9.4,15,3.9,38.3,12,2,501,7,1.97,275.83,3
11,11,16,2,12.9,18,3.9,22.5,2,3,912,8,2.73,384.97,4
16,14,15.5,2,14.3,23,3.7,21.5,40,3,864,8,7.75,713.44,1
2,3,17.1,8,13.8,27,3.6,41.5,0,2,493,6,0.47,48.02,14
16,2,17.1,4,9.7,18,3.8,35.1,0,4,592,11,0.46,21.55,10
23,14,14.8,0,10.6,23,4.1,28.4,5,2,603,8,1.61,156.65,7
13,13,15.7,0,12.8,22,4,32.6,1,3,745,9,2.39,237.57,5
3,13,16.2,4,12.4,28,4,45.9,0,3,485,9,1.92,111.56,13
1,14,15.3,3,11.2,22,3.4,39.7,0,2,959,7,2.55,207.31,1
13,5,17.9,4,17.5,25,3.9,39.8,0,2,520,6,2.56,90.55,5
19,14,15.3,2,12.5,27,4,30.2,0,3,1392,7,3.26,190.01,13
14,7,15.5,1,10.7,12,4,28.7,0,3,1082,9,0.72,107.77,15
21,13,15.2,4,11.5,24,3.4,51.5,1,3,986,10,3.79,320,11
2,2,15.2,1,6.8,18,3.8,32,0,3,846,7,0.71,77.85,14
17,11,16,1,14.8,18,3.8,33.3,31,2,718,7,5,391.13,9
16,7,15.5,1,12,21,3.9,38.9,1,3,635,8,2.32,210.55,1
16,14,16,1,10.1,19,4,44,0,3,755,8,1.28,192.49,1
12,5,15.1,2,12.1,24,3.1,29.3,0,3,956,8,0.32,26.17,3
16,9,15.8,1,8.6,25,3.9,53.3,0,1,321,7,1.82,190.42,10
24,13,14.7,6,8.4,23,3.7,38.2,0,2,298,6,0.97,59.39,7
19,1,15.1,3,11.2,20,3.4,48.8,0,2,780,7,0.69,71.31,2
21,5,15.6,4,13.9,19,3.9,52.5,2,2,657,7,2.81,318.72,11
2,11,19.1,2,18.6,20,3.9,31.3,0,1,1123,6,0.53,74.69,14
19,3,15.8,3,12.4,18,3.7,30.7,0,3,282,7,0.34,19.33,13
16,7,16.5,0,12.4,19,3.9,54.7,3,2,891,6,1.87,172.29,6
24,8,16.2,0,11.9,25,4.1,30.1,0,4,701,10,1.69,236.95,7
12,5,16.4,2,11,25,4,26.1,0,3,761,6,2.64,272.45,1
21,7,15.4,2,13.2,22,3.9,33.1,14,2,432,7,0.77,36.57,15
2,5,16.2,3,13.5,9,3.6,44.1,0,3,892,10,1.52,131.49,9
2,11,15.7,2,13.5,24,3.8,40,2,4,834,10,2.23,239.63,9
5,2,16.1,3,12.7,30,3.9,36.2,5,4,584,10,5.82,551.61,15
16,5,15,0,10.7,17,3.6,35.7,1,2,562,8,0.92,82.49,14
21,3,16.2,2,9.2,27,3.8,48.2,0,3,738,10,5.65,314.67,8
2,11,16.2,1,15.1,24,3.8,22.7,1,4,672,11,4.15,444.89,14
7,7,15,3,13.2,20,4.2,41.9,0,2,830,8,1.35,128.75,11
16,13,15.8,0,9.1,19,4.1,41.4,1,3,1055,9,2.63,190.47,10
5,13,15.4,5,9.9,13,3.9,30.1,1,3,845,9,3.35,432.38,15
16,5,15.1,1,9.5,21,3.5,27.7,1,3,404,8,6.67,717.6,1
21,3,17.1,1,11.1,26,3.9,32,0,4,793,11,0.38,20.86,15
12,5,15.1,1,11.1,22,3.8,22.1,45,3,825,7,2.76,231.89,12
19,3,16.7,1,11.2,23,4.1,38.9,0,3,955,9,0.88,63.63,13
23,11,16,1,9.5,21,3.6,32.3,0,3,1147,8,1.79,139.87,7
22,13,16.1,0,10.4,22,3.6,33.5,2,2,1219,6,5.71,347.93,2
23,13,15.9,5,9.7,19,3.9,36.1,0,3,860,11,1.27,93.52,7
21,2,17.6,2,15,27,3.8,30.2,0,3,400,9,1.94,166.62,12
12,4,14.6,6,9.3,12,4.2,26.3,1,2,1276,6,4.26,302.05,6
21,14,15.2,2,6.8,26,3.8,31.3,0,3,649,7,1.57,56.65,6
21,7,15.2,1,13.7,18,3.7,20,46,3,660,9,3.16,354.66,8
13,4,16.4,2,11.1,16,3.7,35.3,0,3,420,11,1.42,25.11,5
16,9,16,0,12.8,12,4.2,36.4,0,2,602,8,0.51,103.42,12
12,4,15.8,3,14.2,17,4,34,2,4,1058,10,8.88,775.8,6
19,14,15.3,2,8.9,20,3.6,32.2,0,3,758,7,1.6,128.43,13
2,13,16,4,13.7,19,3.7,45.1,0,3,585,10,1.16,96.93,15
16,9,16.9,0,13.5,17,3.8,27.9,0,2,364,9,1.99,203.96,12
21,5,15.4,0,8,27,3.9,38.4,0,4,1042,9,4.3,57.93,8
21,7,16,3,13.7,19,3.8,35.6,28,4,624,10,3.87,310.15,6
16,4,16.6,2,8.7,20,4.1,40.8,0,4,784,11,0.64,30.66,12
5,13,16.2,3,11.8,18,3.7,17.1,35,3,447,11,2.27,181.73,15
9,9,16.1,0,11,19,3.9,34.7,2,3,873,9,6.85,549.86,12
13,14,15.4,1,13,24,4.1,41,0,3,432,9,0.46,36.37,5
23,7,15.8,1,12.5,19,3.8,43.7,1,3,682,8,1.51,118.83,7
3,3,16,1,10.9,25,3.6,37.9,60,2,620,8,1.78,263.01,13
12,5,15.7,1,11.9,28,3.6,13.5,0,3,607,10,1.49,181.55,6
16,6,16.7,2,14.3,26,4,43.5,1,3,917,10,2.14,216.27,12
18,3,16.2,2,15.2,18,3.9,43.6,0,3,1109,10,0.94,38.17,4
19,13,15.2,2,10.6,29,3.9,38.7,0,3,430,7,0.3,21.32,5
12,4,15.3,2,12.7,23,3.8,36,1,3,891,8,0.33,58.42,3
16,13,14.9,3,10.3,19,3.5,43,0,2,684,7,0.27,23.39,10
5,13,15.9,3,13.9,20,3.8,35.9,44,2,872,9,4.8,422.39,15
23,5,14.9,0,14.1,24,4,43.8,1,2,949,7,4.51,254.55,10
21,14,16,2,11.7,21,3.8,45.3,0,4,946,11,0.47,30,8
24,13,15.2,1,13.6,23,4,30.5,10,3,1156,8,2.65,216.29,13
24,1,14.9,0,9.6,21,3.6,44.3,0,3,560,8,0.13,1.45,9
3,11,16.2,0,13.6,23,4,48.6,5,3,693,10,1.43,159.94,3
14,14,15.8,1,13.9,18,3.9,32.8,0,2,726,7,1.33,136.07,15
5,5,14.8,4,10,29,3.7,41.7,1,3,701,7,1.87,157.94,4
2,2,17,3,13.1,22,3.7,41.5,1,4,973,11,2.52,301.4,9
7,5,15.7,2,15.6,25,3.7,35.4,21,3,517,7,4.24,478.55,4
5,11,15.3,2,8.8,24,3.6,37.2,1,3,633,7,0.45,123.73,15
21,10,16.2,2,12,17,3.6,22.2,1,3,444,10,0.57,106.97,11
7,7,15,0,10.8,17,4.1,36.9,0,2,456,7,0.18,36.36,15
16,8,15.6,1,14.6,20,3.6,52.1,0,3,756,8,0.53,62.54,14
14,5,15.2,5,12.2,31,3.9,24.8,6,2,1141,7,5.25,393.98,9
2,13,18.1,5,18.3,21,3.9,45.5,1,2,825,6,4.65,459.95,9
23,13,16,0,13.7,20,3.8,36.3,0,3,750,8,1.29,114.08,7
12,4,14.6,4,10.3,25,3.6,27.2,1,2,542,6,4.36,339.45,6
21,7,16.2,2,14.6,21,3.7,30.8,0,4,555,10,1.38,143.32,8
16,7,15.3,1,10.9,24,3.5,33.5,1,2,848,7,2.14,295.56,12
14,8,16.3,3,14.3,14,3.9,30,0,3,336,7,0.64,45.39,15
13,14,14.6,3,8.8,26,4,32.9,0,3,352,10,0.47,26.84,14
2,2,17,3,11.8,19,3.7,33.4,1,4,555,11,5.19,547.22,9
13,2,16.3,3,10.6,18,4.1,38.8,0,3,1310,8,0.11,33.46,5
5,2,15.3,1,12.6,13,4.2,28.6,36,3,353,9,3.14,361.25,15
11,4,16.6,4,11,23,4.1,23.7,0,4,903,11,2.32,231.65,4
9,9,14.5,1,14.7,18,3.9,39.8,0,2,1072,7,1.22,126.47,12
16,5,15.5,1,11.8,17,3.9,29.5,19,3,564,9,4.52,714.52,12
16,4,14.8,4,8.9,32,3.1,40.3,25,2,629,6,5.41,438.07,14
16,5,16.2,3,13.8,21,3.8,37.1,0,3,259,11,0.81,147.9,12
12,5,15.4,3,11.6,17,3.6,29.1,0,2,218,7,1.25,109.43,1
2,13,15.4,1,16.7,14,3.4,21.9,1,3,432,8,2.93,310.13,14
13,11,16.2,2,14.1,24,3.4,47,0,2,903,7,0.91,89.55,9
5,11,15.4,1,10.8,24,4.1,37.7,0,3,470,6,0.72,30.8,15
2,1,16,0,12.9,21,3.4,30.2,1,2,321,8,1.33,140.25,15
14,5,15.7,4,13.5,20,3.8,33.7,1,3,1582,7,3.65,340.93,11
13,2,15.9,2,10.8,27,4,23.4,4,3,279,10,5.92,461.25,8
12,4,15.4,1,14,22,3.6,36.2,0,3,825,9,0.52,64.98,6
14,5,15.5,3,13.1,19,4.1,20.9,5,3,601,8,6.58,641.6,11
7,7,15.4,1,9.1,24,3.6,19.9,98,3,801,8,3.98,400.44,15
21,7,15.1,1,6.3,16,3.7,14.2,1,3,839,7,3.48,387.56,8
19,3,15.6,4,16.2,23,4.1,32.3,0,2,701,7,0.62,60.09,13
13,14,15.7,0,10.2,13,3.4,37.5,0,3,521,7,0.6,7.84,9
24,14,15.9,2,13,15,3.8,17.4,4,3,676,9,3.82,113.04,13
5,2,16,2,14.6,24,3.9,32.9,2,2,377,8,6.32,640.14,15
11,7,16.2,1,13.3,25,3.8,32.4,1,2,669,7,5.44,572.01,4
13,12,16.2,3,11.9,22,3.8,42.4,0,4,807,10,0.89,95,2
3,13,15,4,12.2,18,3.6,43.3,0,4,384,10,0.23,23.41,2
13,8,16,3,13.2,23,3.9,30.8,0,3,756,10,0.32,17.14,5
13,8,16.1,3,14.4,21,3.4,26.2,0,4,568,9,2.59,229.05,5
16,4,16.3,2,15.7,25,4,20.1,17,3,666,11,0.76,140.17,10
18,13,15.6,5,9.7,24,3.7,40.2,1,3,702,9,1.91,131.41,10
23,11,16.5,2,12.4,21,3.7,18.8,85,4,299,10,1.13,128.68,7
2,5,15.7,0,12.9,22,3.7,39.1,26,3,786,8,4.51,532.78,15
2,5,16,1,12.2,27,3.8,29.7,0,2,1049,8,0.68,71.74,15
16,4,15,1,9.4,27,3.5,37.3,0,2,961,8,0.72,75.7,14
16,7,15.1,0,9,23,3.8,46.8,1,2,578,7,1.71,233.61,12
5,1,17.6,0,12.9,20,3.9,47,0,3,631,9,0.31,26.71,11
12,8,16.2,4,17.4,19,3.9,35.4,0,2,716,7,0.37,45.75,3
5,13,15.9,4,13.8,19,3.7,33.9,0,3,684,10,0.8,73.79,15
21,5,16,0,14.5,10,4,43.7,0,2,520,8,1.23,144.31,11
14,7,15.8,2,13.7,18,3.7,33.7,0,4,1105,10,0.78,94.81,15
14,13,15.7,4,10,31,4.1,43,0,3,188,7,2.26,128.25,11
21,7,15.8,0,13.5,18,3.9,41.8,0,4,477,10,0.67,87.77,8
16,2,16.7,5,15.1,20,4,39.3,1,3,976,9,0.96,93.35,10
13,13,14.9,4,10.1,21,4.2,26.7,2,2,451,7,2.22,206.91,3
11,5,15.2,2,11,23,4,30.1,0,3,679,9,1.62,76.57,4
23,5,15.2,3,12.1,23,4,44.8,0,3,1017,8,0.62,36.76,10
14,14,15.4,0,14.5,24,3.8,30.3,1,2,629,9,2.23,357.38,9
15,13,16.7,4,10.3,20,3.7,29.7,9,2,683,6,2.92,220.59,7
16,4,15.4,2,12.2,23,3.8,30.9,38,3,834,7,2.42,273.79,1
8,13,15.9,1,9,26,3.7,45.6,45,3,524,8,6.28,517.25,10
21,13,15.1,2,9.9,19,4,43.9,0,3,813,8,0.73,65.81,11
16,7,15.1,3,9.4,25,3.9,34,0,2,1020,7,0.32,21.42,10
19,5,17.1,1,15.8,22,3.9,47.9,0,2,976,6,0.93,88,5
2,14,15.4,3,14.9,22,3.2,34,9,3,740,9,2.27,308.4,9
24,11,15.6,2,15.8,25,3.6,40,58,3,819,9,4.53,421.34,13
24,13,16.3,5,11.9,26,3.6,35.3,0,4,665,9,1.44,67.34,13
24,3,15.7,4,16.4,28,3.7,47.9,0,2,727,6,1.22,72.33,7
19,7,15.6,1,15.8,22,3.6,30.8,57,2,836,7,3.93,363.19,13
24,3,16.6,3,16.7,22,3.6,46.2,27,2,981,9,2.06,160.66,13
20,7,14.8,1,9.3,15,3.5,40.2,0,3,495,10,1.55,166.61,7
5,13,15.9,2,14.2,17,3.5,7.3,1,3,382,9,8.56,810.41,11
17,13,15.7,1,8.5,21,3.7,27.8,1,3,467,8,2.21,252.74,9
22,11,16.5,0,9.6,26,3.8,41.6,4,3,325,9,3.58,407.1,2
23,13,15.6,5,12.2,25,3.7,27.9,1,3,510,9,2.82,179.97,7
5,2,17.6,0,15.9,27,3.9,36.7,0,3,609,9,0.43,31.54,15
16,9,15.8,0,11.7,23,3.6,38.8,1,2,1413,7,1.81,664.27,12
24,7,15.6,0,12.7,29,3.7,44.6,0,3,443,8,0.81,52.5,9
12,4,15.8,6,16.4,30,3.7,52.3,0,2,860,7,0.89,60.16,3
11,2,16.9,1,16.4,29,3.8,29.3,32,3,637,10,9.22,479.07,4
16,5,15.7,0,12.9,19,3.9,47.8,0,2,672,7,0.3,53.23,6
7,13,16,5,13.2,23,3,32.5,77,4,622,10,4.49,540.26,11
21,5,15.9,4,14.6,25,3.8,45.5,2,2,1211,7,6.83,451.58,8
12,4,15.3,3,14,24,4,35.5,0,3,626,7,2.54,217.21,9
24,7,15.1,1,10.5,21,3.5,37.5,17,4,178,10,3.16,280.93,13
14,13,15.7,4,12.2,22,3.9,25.5,0,3,358,7,0.7,133.49,11
12,14,15.7,0,15.6,19,3.9,28.2,0,2,743,9,0.72,85.4,6
9,5,15.8,3,12.7,25,4.1,33.3,2,3,1023,6,7.68,598.26,12
21,14,15.4,3,13.6,21,3.4,22.6,4,3,1161,9,0.69,173.77,6
13,13,15.7,3,14.1,19,3.4,31.1,55,3,418,10,1.57,212.41,2
22,2,16.5,6,12.4,24,3.6,26.3,4,4,570,11,5.37,552.41,2
16,7,15.2,3,10.8,15,3.7,35.8,22,2,931,7,1.86,238.45,10
13,10,17,2,14.4,19,4.1,30.5,0,4,981,11,2.21,196.49,2
23,13,15.3,6,10.1,27,3.8,35.7,81,3,471,9,7,571.36,7
24,7,16.2,4,12.6,23,3.7,40.8,1,3,733,6,6.68,532.28,13
14,1,16.2,4,14.8,27,3.9,23.4,0,2,621,10,0.47,43.33,15
9,11,15.9,1,10.8,29,3.2,33.9,6,3,1389,9,3.88,295.7,13
10,5,16.5,0,9.6,16,3.7,30,2,3,1097,9,4.01,419.64,3
16,5,15,2,7.9,27,3.8,22.6,3,2,697,8,5.33,717.86,14
21,7,14.9,2,12.5,29,3.7,43.5,0,3,266,7,1.49,161.86,8
24,3,17.1,0,15.3,20,3.5,36.9,0,2,930,6,0.99,100.54,13
17,13,16.6,2,18.2,21,4,51.8,2,4,1269,10,5.51,484.12,9
14,4,16.2,5,13.2,34,4.1,40.6,0,2,418,7,0.26,34.18,15
12,14,15.6,2,11,24,3.9,34.5,0,4,749,11,0.99,103.17,1
2,5,16.2,1,9.8,15,4.1,50.7,35,3,849,8,1.69,187.94,15
13,3,18.6,1,15.4,24,3.9,34.7,0,2,633,7,0.35,40.33,2
13,3,15.5,0,13.2,24,3.6,60,0,3,550,9,0.48,53.68,8
23,11,16,1,11.1,17,3.8,39.1,0,3,1136,8,0.94,74.52,7
5,5,16.6,1,14.6,28,4,39.9,11,2,536,6,9.32,589.29,4
13,11,16,0,14.6,25,3.9,30.1,21,3,1050,10,1.34,152.43,5
19,5,15.7,4,11.9,30,3.8,46.3,0,2,281,7,0.87,83.4,13
7,7,15.6,3,16.3,23,4.2,35.2,0,3,824,8,0.43,26.43,11
23,13,16.2,6,10.8,19,3.5,36.1,19,3,958,11,6.97,669.42,7
24,13,15.3,4,11.5,21,3.6,41.1,2,3,331,8,2.09,264.18,9
16,7,15.6,0,9.8,16,4.2,39.3,0,2,611,8,1.22,168.53,10
22,14,14.9,1,8.1,15,3.9,33,0,4,954,10,0.73,76.25,2
16,4,16,1,13.8,20,3.8,41.4,0,2,716,8,0.65,66.88,14
23,7,15.8,3,14.2,26,3.4,32.2,0,4,472,10,2.32,107.67,7
12,5,16,3,12.9,23,3.5,32.4,38,4,787,10,7.45,441.29,3
21,14,16,1,14.5,21,3.7,34.1,0,5,1053,11,0.39,37.35,8
16,5,16.6,2,13.2,29,3.9,39.9,1,4,813,10,2.17,471.39,12
16,8,16,0,12.1,16,3.6,29,0,3,728,9,0.53,111.09,14
10,4,15,0,13.1,17,3.7,36.8,29,2,914,7,3.64,454.97,3
